+--------------------------------------------------------+------+
| Registry name                                          |   ID |
| cyclicmagic:doorbell_mikekoenig                        | 1293 |
| cyclicmagic:dungeonfinder                              | 1266 |
| cyclicmagic:fan_loop                                   | 1292 |
| cyclicmagic:fan_off                                    | 1290 |
| cyclicmagic:fan_on                                     | 1291 |
| cyclicmagic:fill                                       | 1268 |
| cyclicmagic:fireball_explode                           | 1275 |
| cyclicmagic:fireball_staff_launch                      | 1276 |
| cyclicmagic:frost_staff_launch                         | 1277 |
| cyclicmagic:lightning_staff_launch                     | 1278 |
| cyclicmagic:machine_launch                             | 1279 |
| cyclicmagic:monster_ball_capture                       | 1280 |
| cyclicmagic:monster_ball_release                       | 1281 |
| cyclicmagic:pschew_fire                                | 1272 |
| cyclicmagic:spikes_off                                 | 1282 |
| cyclicmagic:spikes_on                                  | 1283 |
| cyclicmagic:spirit_seeker                              | 1284 |
| cyclicmagic:step_height_down                           | 1285 |
| cyclicmagic:step_height_up                             | 1286 |
| cyclicmagic:thunk                                      | 1271 |
| cyclicmagic:tool_mode                                  | 1287 |
| cyclicmagic:warp_echo                                  | 1288 |
| defiledlands:book_wyrm.death                           |  744 |
| defiledlands:book_wyrm.hurt                            |  743 |
| defiledlands:book_wyrm.idle                            |  742 |
| dimdoors:crack                                         | 1295 |
| dimdoors:creepy                                        | 1296 |
| dimdoors:door_lock_removed                             | 1298 |
| dimdoors:door_locked                                   | 1297 |
| dimdoors:key_lock                                      | 1299 |
| dimdoors:key_unlock                                    | 1300 |
| dimdoors:monk                                          | 1301 |
| dimdoors:rift                                          | 1302 |
| dimdoors:rift_close                                    | 1303 |
| dimdoors:rift_door                                     | 1304 |
| dimdoors:rift_end                                      | 1305 |
| dimdoors:rift_start                                    | 1306 |
| dimdoors:tearing                                       | 1307 |
| disenchanter:block.disenchantment_table.use            |  745 |
| ebwizardry:block.arcane_workbench.bind_spell           |  746 |
| ebwizardry:block.pedestal.activate                     |  747 |
| ebwizardry:block.pedestal.conquer                      |  748 |
| ebwizardry:entity.black_hole.ambient                   |  754 |
| ebwizardry:entity.black_hole.vanish                    |  755 |
| ebwizardry:entity.blizzard.ambient                     |  757 |
| ebwizardry:entity.bubble.pop                           |  756 |
| ebwizardry:entity.darkness_orb.hit                     |  806 |
| ebwizardry:entity.dart.hit                             |  807 |
| ebwizardry:entity.dart.hit_block                       |  808 |
| ebwizardry:entity.decay.ambient                        |  758 |
| ebwizardry:entity.entrapment.ambient                   |  759 |
| ebwizardry:entity.entrapment.vanish                    |  760 |
| ebwizardry:entity.evil_wizard.ambient                  |  775 |
| ebwizardry:entity.evil_wizard.death                    |  777 |
| ebwizardry:entity.evil_wizard.hurt                     |  776 |
| ebwizardry:entity.fire_ring.ambient                    |  761 |
| ebwizardry:entity.fire_sigil.trigger                   |  762 |
| ebwizardry:entity.firebolt.hit                         |  809 |
| ebwizardry:entity.firebomb.fire                        |  812 |
| ebwizardry:entity.firebomb.smash                       |  811 |
| ebwizardry:entity.firebomb.throw                       |  810 |
| ebwizardry:entity.force_arrow.hit                      |  813 |
| ebwizardry:entity.force_orb.hit                        |  814 |
| ebwizardry:entity.force_orb.hit_block                  |  815 |
| ebwizardry:entity.forcefield.deflect                   |  763 |
| ebwizardry:entity.frost_sigil.trigger                  |  764 |
| ebwizardry:entity.hammer.attack                        |  765 |
| ebwizardry:entity.hammer.explode                       |  766 |
| ebwizardry:entity.hammer.land                          |  768 |
| ebwizardry:entity.hammer.throw                         |  767 |
| ebwizardry:entity.heal_aura.ambient                    |  769 |
| ebwizardry:entity.homing_spark.hit                     |  832 |
| ebwizardry:entity.ice_charge.ice                       |  818 |
| ebwizardry:entity.ice_charge.smash                     |  817 |
| ebwizardry:entity.ice_giant.attack                     |  778 |
| ebwizardry:entity.ice_giant.despawn                    |  779 |
| ebwizardry:entity.ice_lance.hit                        |  820 |
| ebwizardry:entity.ice_lance.smash                      |  819 |
| ebwizardry:entity.ice_shard.hit                        |  822 |
| ebwizardry:entity.ice_shard.smash                      |  821 |
| ebwizardry:entity.ice_spike.extend                     |  770 |
| ebwizardry:entity.ice_wraith.ambient                   |  780 |
| ebwizardry:entity.iceball.hit                          |  816 |
| ebwizardry:entity.lightning_arrow.hit                  |  823 |
| ebwizardry:entity.lightning_disc.hit                   |  824 |
| ebwizardry:entity.lightning_sigil.trigger              |  771 |
| ebwizardry:entity.magic_missile.hit                    |  825 |
| ebwizardry:entity.magic_slime.attack                   |  781 |
| ebwizardry:entity.magic_slime.explode                  |  782 |
| ebwizardry:entity.magic_slime.splat                    |  783 |
| ebwizardry:entity.meteor.falling                       |  772 |
| ebwizardry:entity.phoenix.ambient                      |  784 |
| ebwizardry:entity.phoenix.burn                         |  785 |
| ebwizardry:entity.phoenix.death                        |  788 |
| ebwizardry:entity.phoenix.flap                         |  786 |
| ebwizardry:entity.phoenix.hurt                         |  787 |
| ebwizardry:entity.poison_bomb.poison                   |  828 |
| ebwizardry:entity.poison_bomb.smash                    |  827 |
| ebwizardry:entity.poison_bomb.throw                    |  826 |
| ebwizardry:entity.shadow_wraith.ambient                |  789 |
| ebwizardry:entity.shadow_wraith.death                  |  792 |
| ebwizardry:entity.shadow_wraith.hurt                   |  791 |
| ebwizardry:entity.shadow_wraith.noise                  |  790 |
| ebwizardry:entity.shield.deflect                       |  773 |
| ebwizardry:entity.smoke_bomb.smash                     |  830 |
| ebwizardry:entity.smoke_bomb.smoke                     |  831 |
| ebwizardry:entity.smoke_bomb.throw                     |  829 |
| ebwizardry:entity.spark_bomb.chain                     |  836 |
| ebwizardry:entity.spark_bomb.hit                       |  834 |
| ebwizardry:entity.spark_bomb.hit_block                 |  835 |
| ebwizardry:entity.spark_bomb.throw                     |  833 |
| ebwizardry:entity.spirit_horse.vanish                  |  793 |
| ebwizardry:entity.spirit_wolf.vanish                   |  794 |
| ebwizardry:entity.storm_elemental.ambient              |  795 |
| ebwizardry:entity.storm_elemental.burn                 |  796 |
| ebwizardry:entity.storm_elemental.death                |  799 |
| ebwizardry:entity.storm_elemental.hurt                 |  798 |
| ebwizardry:entity.storm_elemental.wind                 |  797 |
| ebwizardry:entity.thunderbolt.hit                      |  837 |
| ebwizardry:entity.tornado.ambient                      |  774 |
| ebwizardry:entity.wizard.ambient                       |  802 |
| ebwizardry:entity.wizard.death                         |  805 |
| ebwizardry:entity.wizard.hurt                          |  804 |
| ebwizardry:entity.wizard.no                            |  801 |
| ebwizardry:entity.wizard.trading                       |  803 |
| ebwizardry:entity.wizard.yes                           |  800 |
| ebwizardry:forfeit.arrow_rain                          | 1079 |
| ebwizardry:forfeit.black_hole                          | 1078 |
| ebwizardry:forfeit.blazes                              | 1066 |
| ebwizardry:forfeit.blind_self                          | 1072 |
| ebwizardry:forfeit.blizzard                            | 1057 |
| ebwizardry:forfeit.burn_self                           | 1076 |
| ebwizardry:forfeit.burn_surroundings                   | 1059 |
| ebwizardry:forfeit.bury_self                           | 1090 |
| ebwizardry:forfeit.cripple_self                        | 1080 |
| ebwizardry:forfeit.curse_self                          | 1063 |
| ebwizardry:forfeit.damage_self                         | 1085 |
| ebwizardry:forfeit.explode                             | 1065 |
| ebwizardry:forfeit.fireball                            | 1053 |
| ebwizardry:forfeit.firebomb                            | 1054 |
| ebwizardry:forfeit.flood                               | 1077 |
| ebwizardry:forfeit.freeze_self                         | 1089 |
| ebwizardry:forfeit.freeze_self_2                       | 1061 |
| ebwizardry:forfeit.hailstorm                           | 1069 |
| ebwizardry:forfeit.hunger                              | 1071 |
| ebwizardry:forfeit.ice_giant                           | 1070 |
| ebwizardry:forfeit.ice_spikes                          | 1062 |
| ebwizardry:forfeit.ice_wraiths                         | 1058 |
| ebwizardry:forfeit.jam_self                            | 1056 |
| ebwizardry:forfeit.levitate_self                       | 1094 |
| ebwizardry:forfeit.lightning                           | 1073 |
| ebwizardry:forfeit.lightning_sigils                    | 1092 |
| ebwizardry:forfeit.lightning_wraiths                   | 1075 |
| ebwizardry:forfeit.meteors                             | 1060 |
| ebwizardry:forfeit.nausea                              | 1051 |
| ebwizardry:forfeit.paralyse_self                       | 1074 |
| ebwizardry:forfeit.poison_self                         | 1088 |
| ebwizardry:forfeit.shadow_wraiths                      | 1081 |
| ebwizardry:forfeit.snares                              | 1067 |
| ebwizardry:forfeit.spill_armour                        | 1086 |
| ebwizardry:forfeit.spill_inventory                     | 1052 |
| ebwizardry:forfeit.squid                               | 1068 |
| ebwizardry:forfeit.storm                               | 1091 |
| ebwizardry:forfeit.storm_elementals                    | 1084 |
| ebwizardry:forfeit.teleport_self                       | 1083 |
| ebwizardry:forfeit.thunder                             | 1064 |
| ebwizardry:forfeit.uproot_plants                       | 1087 |
| ebwizardry:forfeit.vex_horde                           | 1095 |
| ebwizardry:forfeit.weaken_self                         | 1055 |
| ebwizardry:forfeit.wither_self                         | 1093 |
| ebwizardry:forfeit.zombie_horde                        | 1082 |
| ebwizardry:item.armour.equip_silk                      |  752 |
| ebwizardry:item.purifying_elixir.drink                 |  753 |
| ebwizardry:item.wand.levelup                           |  750 |
| ebwizardry:item.wand.melee                             |  751 |
| ebwizardry:item.wand.switch_spell                      |  749 |
| ebwizardry:misc.book_open                              |  842 |
| ebwizardry:misc.discover_spell                         |  841 |
| ebwizardry:misc.freeze                                 |  844 |
| ebwizardry:misc.page_turn                              |  843 |
| ebwizardry:spell.agility                               |  894 |
| ebwizardry:spell.arc                                   |  850 |
| ebwizardry:spell.arcane_jammer                         |  999 |
| ebwizardry:spell.arcane_lock                           | 1034 |
| ebwizardry:spell.arrow_rain                            |  973 |
| ebwizardry:spell.banish                                |  981 |
| ebwizardry:spell.black_hole                            |  970 |
| ebwizardry:spell.blink                                 |  893 |
| ebwizardry:spell.blizzard                              |  911 |
| ebwizardry:spell.bubble.shoot                          |  888 |
| ebwizardry:spell.bubble.splash                         |  889 |
| ebwizardry:spell.chain_lightning                       |  917 |
| ebwizardry:spell.charge                                | 1015 |
| ebwizardry:spell.clairvoyance                          |  984 |
| ebwizardry:spell.cobwebs                               |  997 |
| ebwizardry:spell.combustion_rune                       | 1024 |
| ebwizardry:spell.conjure_armour                        | 1000 |
| ebwizardry:spell.conjure_block                         | 1010 |
| ebwizardry:spell.conjure_bow                           |  897 |
| ebwizardry:spell.conjure_pickaxe                       |  896 |
| ebwizardry:spell.conjure_sword                         |  895 |
| ebwizardry:spell.containment                           | 1035 |
| ebwizardry:spell.cure_effects                          |  903 |
| ebwizardry:spell.curse_of_enfeeblement                 | 1044 |
| ebwizardry:spell.curse_of_soulbinding                  |  996 |
| ebwizardry:spell.curse_of_soulbinding.retaliate        |  839 |
| ebwizardry:spell.curse_of_undeath                      | 1028 |
| ebwizardry:spell.darkness_orb                          |  926 |
| ebwizardry:spell.darkvision                            |  983 |
| ebwizardry:spell.dart                                  |  854 |
| ebwizardry:spell.decay                                 |  930 |
| ebwizardry:spell.decoy                                 |  998 |
| ebwizardry:spell.detonate                              |  907 |
| ebwizardry:spell.diamondflesh                          |  974 |
| ebwizardry:spell.disintegration                        | 1023 |
| ebwizardry:spell.divination                            | 1021 |
| ebwizardry:spell.dragon_fireball                       | 1029 |
| ebwizardry:spell.earthquake                            | 1007 |
| ebwizardry:spell.empowering_presence                   | 1022 |
| ebwizardry:spell.entrapment                            |  924 |
| ebwizardry:spell.evade                                 | 1013 |
| ebwizardry:spell.fire_breath.end                       |  955 |
| ebwizardry:spell.fire_breath.loop                      |  954 |
| ebwizardry:spell.fire_breath.start                     |  953 |
| ebwizardry:spell.fire_resistance                       |  908 |
| ebwizardry:spell.fire_sigil                            |  863 |
| ebwizardry:spell.fireball                              |  858 |
| ebwizardry:spell.firebolt                              |  864 |
| ebwizardry:spell.firebomb                              |  862 |
| ebwizardry:spell.fireskin                              |  909 |
| ebwizardry:spell.flame_ray.end                         |  861 |
| ebwizardry:spell.flame_ray.loop                        |  860 |
| ebwizardry:spell.flame_ray.start                       |  859 |
| ebwizardry:spell.flaming_axe                           |  910 |
| ebwizardry:spell.flaming_weapon                        |  990 |
| ebwizardry:spell.flight                                |  968 |
| ebwizardry:spell.font_of_mana                          | 1008 |
| ebwizardry:spell.font_of_vitality                      |  975 |
| ebwizardry:spell.force_arrow                           |  898 |
| ebwizardry:spell.force_orb                             |  942 |
| ebwizardry:spell.forcefield                            |  949 |
| ebwizardry:spell.forest_of_thorns                      | 1045 |
| ebwizardry:spell.forests_curse                         |  967 |
| ebwizardry:spell.freeze                                |  848 |
| ebwizardry:spell.freezing_weapon                       |  992 |
| ebwizardry:spell.frost_axe                             |  915 |
| ebwizardry:spell.frost_ray.end                         |  867 |
| ebwizardry:spell.frost_ray.loop                        |  866 |
| ebwizardry:spell.frost_ray.start                       |  865 |
| ebwizardry:spell.frost_sigil                           |  872 |
| ebwizardry:spell.frost_step                            | 1025 |
| ebwizardry:spell.glide                                 |  933 |
| ebwizardry:spell.grapple.attach                        | 1018 |
| ebwizardry:spell.grapple.pull                          | 1019 |
| ebwizardry:spell.grapple.release                       | 1020 |
| ebwizardry:spell.grapple.shoot                         | 1017 |
| ebwizardry:spell.greater_fireball                      |  989 |
| ebwizardry:spell.greater_heal                          |  947 |
| ebwizardry:spell.greater_telekinesis.end               | 1032 |
| ebwizardry:spell.greater_telekinesis.loop              | 1031 |
| ebwizardry:spell.greater_telekinesis.start             | 1030 |
| ebwizardry:spell.greater_ward                          | 1037 |
| ebwizardry:spell.group_heal                            | 1001 |
| ebwizardry:spell.growth_aura                           |  887 |
| ebwizardry:spell.hailstorm                             | 1002 |
| ebwizardry:spell.heal                                  |  857 |
| ebwizardry:spell.heal_ally                             |  904 |
| ebwizardry:spell.healing_aura                          |  948 |
| ebwizardry:spell.homing_spark                          |  877 |
| ebwizardry:spell.ice_age                               |  957 |
| ebwizardry:spell.ice_charge                            |  914 |
| ebwizardry:spell.ice_lance                             |  991 |
| ebwizardry:spell.ice_shard                             |  869 |
| ebwizardry:spell.ice_shroud                            |  913 |
| ebwizardry:spell.ice_spikes                            |  993 |
| ebwizardry:spell.ice_statue.freeze                     |  871 |
| ebwizardry:spell.ice_statue.shoot                      |  870 |
| ebwizardry:spell.iceball                               | 1014 |
| ebwizardry:spell.ignite                                |  847 |
| ebwizardry:spell.imbue_weapon                          |  986 |
| ebwizardry:spell.intimidate                            |  980 |
| ebwizardry:spell.invigorating_presence                 |  987 |
| ebwizardry:spell.invisibility                          |  938 |
| ebwizardry:spell.invoke_weather                        |  916 |
| ebwizardry:spell.ironflesh                             |  950 |
| ebwizardry:spell.leap                                  |  978 |
| ebwizardry:spell.levitation.end                        |  941 |
| ebwizardry:spell.levitation.loop                       |  940 |
| ebwizardry:spell.levitation.start                      |  939 |
| ebwizardry:spell.life_drain.end                        |  882 |
| ebwizardry:spell.life_drain.loop                       |  881 |
| ebwizardry:spell.life_drain.start                      |  880 |
| ebwizardry:spell.light                                 |  855 |
| ebwizardry:spell.lightning_arrow                       |  879 |
| ebwizardry:spell.lightning_bolt                        |  918 |
| ebwizardry:spell.lightning_disc                        |  921 |
| ebwizardry:spell.lightning_hammer                      |  963 |
| ebwizardry:spell.lightning_pulse.explosion             |  995 |
| ebwizardry:spell.lightning_pulse.spark                 |  994 |
| ebwizardry:spell.lightning_ray.end                     |  875 |
| ebwizardry:spell.lightning_ray.loop                    |  874 |
| ebwizardry:spell.lightning_ray.start                   |  873 |
| ebwizardry:spell.lightning_sigil                       |  878 |
| ebwizardry:spell.lightning_web.end                     | 1005 |
| ebwizardry:spell.lightning_web.loop                    | 1004 |
| ebwizardry:spell.lightning_web.start                   | 1003 |
| ebwizardry:spell.magic_missile                         |  846 |
| ebwizardry:spell.metamorphosis                         |  884 |
| ebwizardry:spell.meteor                                |  952 |
| ebwizardry:spell.mind_control                          |  922 |
| ebwizardry:spell.mind_trick                            |  977 |
| ebwizardry:spell.mine                                  | 1009 |
| ebwizardry:spell.muffle                                | 1011 |
| ebwizardry:spell.none                                  |  845 |
| ebwizardry:spell.oakflesh                              |  988 |
| ebwizardry:spell.paralysis                             | 1026 |
| ebwizardry:spell.petrify                               |  937 |
| ebwizardry:spell.phase_step                            |  945 |
| ebwizardry:spell.plague_of_darkness                    |  964 |
| ebwizardry:spell.pocket_furnace                        |  979 |
| ebwizardry:spell.pocket_workbench                      |  985 |
| ebwizardry:spell.poison                                |  886 |
| ebwizardry:spell.poison_bomb                           |  891 |
| ebwizardry:spell.possession.end                        | 1043 |
| ebwizardry:spell.possession.possess                    | 1042 |
| ebwizardry:spell.ray_of_purification.end               | 1040 |
| ebwizardry:spell.ray_of_purification.loop              | 1039 |
| ebwizardry:spell.ray_of_purification.start             | 1038 |
| ebwizardry:spell.remove_curse                          | 1041 |
| ebwizardry:spell.replenish_hunger                      |  902 |
| ebwizardry:spell.resurrection                          | 1050 |
| ebwizardry:spell.reversal                              | 1016 |
| ebwizardry:spell.ring_of_fire                          |  906 |
| ebwizardry:spell.satiety                               | 1036 |
| ebwizardry:spell.shadow_ward.end                       |  929 |
| ebwizardry:spell.shadow_ward.loop                      |  928 |
| ebwizardry:spell.shadow_ward.start                     |  927 |
| ebwizardry:spell.shield.end                            |  901 |
| ebwizardry:spell.shield.loop                           |  900 |
| ebwizardry:spell.shield.start                          |  899 |
| ebwizardry:spell.shockwave                             |  971 |
| ebwizardry:spell.shulker_bullet                        | 1027 |
| ebwizardry:spell.silverfish_swarm                      |  969 |
| ebwizardry:spell.sixth_sense                           |  982 |
| ebwizardry:spell.slime                                 |  936 |
| ebwizardry:spell.slow_time                             | 1049 |
| ebwizardry:spell.smoke_bomb                            |  976 |
| ebwizardry:spell.snare                                 |  853 |
| ebwizardry:spell.snowball                              |  849 |
| ebwizardry:spell.spark_bomb                            |  876 |
| ebwizardry:spell.spectral_pathway                      |  944 |
| ebwizardry:spell.speed_time.end                        | 1048 |
| ebwizardry:spell.speed_time.loop                       | 1047 |
| ebwizardry:spell.speed_time.start                      | 1046 |
| ebwizardry:spell.spider_swarm                          |  935 |
| ebwizardry:spell.static_aura                           |  920 |
| ebwizardry:spell.static_aura.retaliate                 |  838 |
| ebwizardry:spell.summon_blaze                          |  905 |
| ebwizardry:spell.summon_ice_giant                      |  961 |
| ebwizardry:spell.summon_ice_wraith                     |  912 |
| ebwizardry:spell.summon_iron_golem                     |  972 |
| ebwizardry:spell.summon_lightning_wraith               |  919 |
| ebwizardry:spell.summon_phoenix                        |  956 |
| ebwizardry:spell.summon_shadow_wraith                  |  966 |
| ebwizardry:spell.summon_skeleton                       |  883 |
| ebwizardry:spell.summon_skeleton_legion                |  965 |
| ebwizardry:spell.summon_snow_golem                     |  868 |
| ebwizardry:spell.summon_spirit_horse                   |  934 |
| ebwizardry:spell.summon_spirit_wolf                    |  892 |
| ebwizardry:spell.summon_storm_elemental                | 1006 |
| ebwizardry:spell.summon_wither_skeleton                |  923 |
| ebwizardry:spell.summon_zombie                         |  852 |
| ebwizardry:spell.telekinesis                           |  856 |
| ebwizardry:spell.thunderbolt                           |  851 |
| ebwizardry:spell.thunderstorm                          |  962 |
| ebwizardry:spell.tornado                               |  932 |
| ebwizardry:spell.transience                            |  951 |
| ebwizardry:spell.transportation                        |  943 |
| ebwizardry:spell.transportation.travel                 |  840 |
| ebwizardry:spell.vanishing_box                         |  946 |
| ebwizardry:spell.vex_swarm                             | 1033 |
| ebwizardry:spell.wall_of_frost.end                     |  960 |
| ebwizardry:spell.wall_of_frost.loop                    |  959 |
| ebwizardry:spell.wall_of_frost.start                   |  958 |
| ebwizardry:spell.ward                                  | 1012 |
| ebwizardry:spell.water_breathing                       |  931 |
| ebwizardry:spell.whirlwind                             |  890 |
| ebwizardry:spell.wither                                |  885 |
| ebwizardry:spell.wither_skull                          |  925 |
| familiarfauna:entity.familiarfauna.deer.dead           |  558 |
| familiarfauna:entity.familiarfauna.deer.hurt           |  557 |
| familiarfauna:entity.familiarfauna.dragonfly.ambient   |  559 |
| familiarfauna:entity.familiarfauna.pixie.ambient       |  560 |
