+-------------------------------+-------------------------------------------------------+---------+----------+----------+----------------------------------------------------+--------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                             |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                     |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                   |
| *** ALSO ***                                                                                                                                                                                                                                                |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                   |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                    |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                   |
+-------------------------------+-------------------------------------------------------+---------+----------+----------+----------------------------------------------------+--------------------------------------------------------------------------------+
| Mod name                      | Registry name                                         | Item ID | Meta/dmg | Subtypes | Display name                                       | Ore Dict keys                                                                  |
| Animania                      | animania:entity_egg_chick_plymouth_rock               |   10586 |        0 |    false | Plymouth Rock Chick                                |                                                                                |
| Animania                      | animania:entity_egg_chick_rhode_island_red            |   10612 |        0 |    false | Rhode Island Red Chick                             |                                                                                |
| Animania                      | animania:entity_egg_chick_wyandotte                   |   10609 |        0 |    false | Wyandotte Chick                                    |                                                                                |
| Animania                      | animania:entity_egg_chicken_random                    |   10344 |        0 |    false | Random Chicken                                     |                                                                                |
| Animania                      | animania:entity_egg_cow_angus                         |   10583 |        0 |    false | Angus Cow                                          |                                                                                |
| Animania                      | animania:entity_egg_cow_friesian                      |   10618 |        0 |    false | Friesian Cow                                       |                                                                                |
| Animania                      | animania:entity_egg_cow_hereford                      |   10633 |        0 |    false | Hereford Cow                                       |                                                                                |
| Animania                      | animania:entity_egg_cow_highland                      |   10503 |        0 |    false | Highland Cow                                       |                                                                                |
| Animania                      | animania:entity_egg_cow_holstein                      |   10581 |        0 |    false | Holstein Cow                                       |                                                                                |
| Animania                      | animania:entity_egg_cow_jersey                        |   10425 |        0 |    false | Jersey Cow                                         |                                                                                |
| Animania                      | animania:entity_egg_cow_longhorn                      |   10534 |        0 |    false | Longhorn Cow                                       |                                                                                |
| Animania                      | animania:entity_egg_cow_mooshroom                     |   10553 |        0 |    false | Mooshroom Cow                                      |                                                                                |
| Animania                      | animania:entity_egg_cow_random                        |   10620 |        0 |    false | Random Cow                                         |                                                                                |
| Animania                      | animania:entity_egg_dart_frog                         |   10429 |        0 |    false | Dart Frog                                          |                                                                                |
| Animania                      | animania:entity_egg_doe_alpine                        |   10434 |        0 |    false | Alpine Doe                                         |                                                                                |
| Animania                      | animania:entity_egg_doe_angora                        |   10349 |        0 |    false | Angora Doe                                         |                                                                                |
| Animania                      | animania:entity_egg_doe_chinchilla                    |   10398 |        0 |    false | Chinchilla Doe                                     |                                                                                |
| Animania                      | animania:entity_egg_doe_cottontail                    |   10340 |        0 |    false | Cottontail Doe                                     |                                                                                |
| Animania                      | animania:entity_egg_doe_dutch                         |   10413 |        0 |    false | Dutch Doe                                          |                                                                                |
| Animania                      | animania:entity_egg_doe_fainting                      |   10492 |        0 |    false | Fainting Doe                                       |                                                                                |
| Animania                      | animania:entity_egg_doe_havana                        |   10361 |        0 |    false | Havana Doe                                         |                                                                                |
| Animania                      | animania:entity_egg_doe_jack                          |   10355 |        0 |    false | Jack Doe                                           |                                                                                |
| Animania                      | animania:entity_egg_doe_kiko                          |   10504 |        0 |    false | Kiko Doe                                           |                                                                                |
| Animania                      | animania:entity_egg_doe_kinder                        |   10483 |        0 |    false | Kinder Doe                                         |                                                                                |
| Animania                      | animania:entity_egg_doe_lop                           |   10615 |        0 |    false | Lop Doe                                            |                                                                                |
| Animania                      | animania:entity_egg_doe_new_zealand                   |   10457 |        0 |    false | New Zealand Doe                                    |                                                                                |
| Animania                      | animania:entity_egg_doe_nigerian_dwarf                |   10645 |        0 |    false | Nigerian Dwarf Doe                                 |                                                                                |
| Animania                      | animania:entity_egg_doe_pygmy                         |   10470 |        0 |    false | Pygmy Doe                                          |                                                                                |
| Animania                      | animania:entity_egg_doe_rex                           |   10371 |        0 |    false | Rex Doe                                            |                                                                                |
| Animania                      | animania:entity_egg_ewe_dorper                        |   10541 |        0 |    false | Dorper Ewe                                         |                                                                                |
| Animania                      | animania:entity_egg_ewe_dorset                        |   10576 |        0 |    false | Dorset Ewe                                         |                                                                                |
| Animania                      | animania:entity_egg_ewe_friesian                      |   10573 |        0 |    false | Friesian Ewe                                       |                                                                                |
| Animania                      | animania:entity_egg_ewe_jacob                         |   10350 |        0 |    false | Jacob Ewe                                          |                                                                                |
| Animania                      | animania:entity_egg_ewe_merino                        |   10394 |        0 |    false | Merino Ewe                                         |                                                                                |
| Animania                      | animania:entity_egg_ewe_suffolk                       |   10461 |        0 |    false | Suffolk Ewe                                        |                                                                                |
| Animania                      | animania:entity_egg_ferret_grey                       |   10465 |        0 |    false | Grey Ferret                                        |                                                                                |
| Animania                      | animania:entity_egg_ferret_white                      |   10595 |        0 |    false | White Ferret                                       |                                                                                |
| Animania                      | animania:entity_egg_foal_draft                        |   10414 |        0 |    false | Draft Horse Foal                                   |                                                                                |
| Animania                      | animania:entity_egg_frog                              |   10570 |        0 |    false | Frog                                               |                                                                                |
| Animania                      | animania:entity_egg_goat_random                       |   10405 |        0 |    false | Random Goat                                        |                                                                                |
| Animania                      | animania:entity_egg_hamster                           |   10538 |        0 |    false | Hamster                                            |                                                                                |
| Animania                      | animania:entity_egg_hedgehog                          |   10495 |        0 |    false | Hedgehog                                           |                                                                                |
| Animania                      | animania:entity_egg_hedgehog_albino                   |   10507 |        0 |    false | Albino Hedgehog                                    |                                                                                |
| Animania                      | animania:entity_egg_hen_leghorn                       |   10564 |        0 |    false | Leghorn Hen                                        |                                                                                |
| Animania                      | animania:entity_egg_hen_orpington                     |   10491 |        0 |    false | Orpington Hen                                      |                                                                                |
| Animania                      | animania:entity_egg_hen_plymouth_rock                 |   10468 |        0 |    false | Plymouth Rock Hen                                  |                                                                                |
| Animania                      | animania:entity_egg_hen_rhode_island_red              |   10395 |        0 |    false | Rhode Island Red Hen                               |                                                                                |
| Animania                      | animania:entity_egg_hen_wyandotte                     |   10384 |        0 |    false | Wyandotte Hen                                      |                                                                                |
| Animania                      | animania:entity_egg_hog_duroc                         |   10342 |        0 |    false | Duroc Hog                                          |                                                                                |
| Animania                      | animania:entity_egg_hog_hampshire                     |   10411 |        0 |    false | Hampshire Hog                                      |                                                                                |
| Animania                      | animania:entity_egg_hog_large_black                   |   10565 |        0 |    false | Large Black Hog                                    |                                                                                |
| Animania                      | animania:entity_egg_hog_large_white                   |   10460 |        0 |    false | Large White Hog                                    |                                                                                |
| Animania                      | animania:entity_egg_hog_old_spot                      |   10550 |        0 |    false | Old Spot Hog                                       |                                                                                |
| Animania                      | animania:entity_egg_hog_yorkshire                     |   10356 |        0 |    false | American Yorkshire Hog                             |                                                                                |
| Animania                      | animania:entity_egg_kid_alpine                        |   10412 |        0 |    false | Alpine Kid                                         |                                                                                |
| Animania                      | animania:entity_egg_kid_angora                        |   10463 |        0 |    false | Angora Kid                                         |                                                                                |
| Animania                      | animania:entity_egg_kid_fainting                      |   10456 |        0 |    false | Fainting Kid                                       |                                                                                |
| Animania                      | animania:entity_egg_kid_kiko                          |   10502 |        0 |    false | Kiko Kid                                           |                                                                                |
| Animania                      | animania:entity_egg_kid_kinder                        |   10421 |        0 |    false | Kinder Kid                                         |                                                                                |
| Animania                      | animania:entity_egg_kid_nigerian_dwarf                |   10517 |        0 |    false | Nigerian Dwarf Kid                                 |                                                                                |
| Animania                      | animania:entity_egg_kid_pygmy                         |   10561 |        0 |    false | Pygmy Kid                                          |                                                                                |
