+----------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                             |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                     |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                   |
| *** ALSO ***                                                                                                                                                                                                                                |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                   |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                    |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                   |
+----------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+------------------------------------------------------------------------+
| Mod name             | Registry name                                   | Item ID | Meta/dmg | Subtypes | Display name                        | Hunger | Saturation | Ore Dict keys                                                          |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       10 |     true | Quartz Chub                         |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       11 |     true | Flarefin Koi                        |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       12 |     true | Blaze Pike                          |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       13 |     true | Ender Shad                          |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       14 |     true | Pearl Sardine                       |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       15 |     true | Chorus Koi                          |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       16 |     true | Explosive Crucian                   |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       17 |     true | Ruffe                               |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       18 |     true | Sparkling Eel                       |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       19 |     true | Angelfish                           |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       20 |     true | Angler Fish                         |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       21 |     true | Sponge Eater                        |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       22 |     true | Snowy Walleye                       |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       23 |     true | Squid                               |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       24 |     true | Withered Crucian                    |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       25 |     true | Sandy Bass                          |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       26 |     true | Mandarinfish                        |      3 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       27 |     true | Red Shroomfin                       |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       28 |     true | Brown Shroomfin                     |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       29 |     true | Fungi Catfish                       |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       30 |     true | Swamp Plaice                        |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       31 |     true | Crystal Mullet                      |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       32 |     true | Charged Bullhead                    |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       33 |     true | Abyssal Lurker                      |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       34 |     true | Sunfish                             |      2 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       35 |     true | Glacier Anchovy                     |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       36 |     true | Catfish                             |      3 |        0.2 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       37 |     true | Pike                                |      2 |        0.2 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       38 |     true | Magikarp                            |      1 |       0.05 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       39 |     true | Green Jellyfish                     |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       40 |     true | Bonefish                            |      1 |       0.05 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       41 |     true | Cursed Koi                          |      1 |        0.1 |                                                                        |
| Advanced Fishing     | advanced-fishing:fish                           |    4801 |       42 |     true | Spookyfin                           |      1 |        0.1 |                                                                        |
| Animania             | animania:bacon_omelette                         |   10467 |        0 |    false | Bacon Omelette                      |      5 |        0.7 |                                                                        |
| Animania             | animania:cheese_omelette                        |   10478 |        0 |    false | Cheese Omelette                     |      5 |        0.7 |                                                                        |
| Animania             | animania:chocolate_truffle                      |   10592 |        0 |    false | Chocolate Truffle                   |      6 |        0.7 |                                                                        |
| Animania             | animania:cooked_chevon                          |   10469 |        0 |    false | Roast Chevon                        |      5 |        0.5 | foodMeats,listAllmeatcooked                                            |
| Animania             | animania:cooked_frog_legs                       |   10497 |        0 |    false | Cooked Frog Legs                    |      7 |        0.5 | foodMeats,listAllmeatcooked                                            |
| Animania             | animania:cooked_horse                           |   10558 |        0 |    false | Cooked Horse                        |     12 |        0.5 | foodMeats,listAllmeatcooked                                            |
| Animania             | animania:cooked_peacock                         |   10510 |        0 |    false | Roast Peacock                       |      6 |        0.5 |                                                                        |
| Animania             | animania:cooked_prime_bacon                     |   10566 |        0 |    false | Roast Prime Bacon                   |      8 |        0.5 | foodBaconCooked,foodMeats,listAllporkcooked                            |
| Animania             | animania:cooked_prime_beef                      |   10389 |        0 |    false | Roast Prime Beef                    |     12 |        0.5 | foodMeats,listAllbeefcooked,listAllmeatcooked                          |
| Animania             | animania:cooked_prime_chevon                    |   10390 |        0 |    false | Roast Prime Chevon                  |     10 |        0.5 | foodMeats,listAllmeatcooked                                            |
| Animania             | animania:cooked_prime_chicken                   |   10458 |        0 |    false | Roast Prime Chicken                 |      8 |        0.5 | foodMeats,listAllchickencooked,listAllmeatcooked                       |
| Animania             | animania:cooked_prime_mutton                    |   10393 |        0 |    false | Roast Prime Mutton                  |     12 |        0.5 | foodMeats,listAllmeatcooked                                            |
| Animania             | animania:cooked_prime_peacock                   |   10560 |        0 |    false | Roast Prime Peacock                 |      9 |        0.5 |                                                                        |
| Animania             | animania:cooked_prime_pork                      |   10440 |        0 |    false | Roast Prime Pork                    |     12 |        0.5 | foodMeats,listAllmeatcooked,listAllporkcooked                          |
| Animania             | animania:cooked_prime_rabbit                    |   10537 |        0 |    false | Roast Prime Rabbit                  |      8 |        0.5 | foodMeats,listAllmeatcooked                                            |
| Animania             | animania:cooked_prime_steak                     |   10519 |        0 |    false | Roast Prime Steak                   |      8 |        0.5 | foodMeats,listAllbeefcooked                                            |
| Animania             | animania:friesian_cheese_wedge                  |   10640 |        0 |    false | Cheese Wedge (Friesian)             |      3 |        0.9 | foodCheese                                                             |
| Animania             | animania:goat_cheese_wedge                      |   10643 |        0 |    false | Cheese Wedge (Goat)                 |      3 |        0.9 | foodCheese                                                             |
| Animania             | animania:holstein_cheese_wedge                  |   10578 |        0 |    false | Cheese Wedge (Holstein)             |      3 |        0.9 | foodCheese                                                             |
| Animania             | animania:jersey_cheese_wedge                    |   10464 |        0 |    false | Cheese Wedge (Jersey)               |      3 |        0.9 | foodCheese                                                             |
| Animania             | animania:milk_bottle                            |   10462 |        0 |    false | Bottle of Milk                      |      4 |        1.0 |                                                                        |
| Animania             | animania:plain_omelette                         |   10474 |        0 |    false | Plain Omelette                      |      5 |        0.6 |                                                                        |
| Animania             | animania:raw_chevon                             |   10416 |        0 |    false | Raw Chevon                          |      1 |        1.0 | foodMeats,listAllmeatraw                                               |
| Animania             | animania:raw_frog_legs                          |   10486 |        0 |    false | Raw Frog Legs                       |      1 |        1.0 | listAllmeatraw                                                         |
| Animania             | animania:raw_horse                              |   10459 |        0 |    false | Raw Horse                           |      1 |        1.0 | foodMeats,listAllmeatraw                                               |
| Animania             | animania:raw_peacock                            |   10607 |        0 |    false | Raw Peacock                         |      1 |        1.0 |                                                                        |
| Animania             | animania:raw_prime_bacon                        |   10610 |        0 |    false | Raw Prime Bacon                     |      1 |        1.0 | foodMeats,listAllporkraw                                               |
| Animania             | animania:raw_prime_beef                         |   10472 |        0 |    false | Raw Prime Beef                      |      1 |        1.0 | foodMeats,listAllbeefraw,listAllmeatraw                                |
| Animania             | animania:raw_prime_chevon                       |   10466 |        0 |    false | Raw Prime Chevon                    |      1 |        1.0 | foodMeats,listAllmeatraw                                               |
| Animania             | animania:raw_prime_chicken                      |   10528 |        0 |    false | Raw Prime Chicken                   |      1 |        1.0 | foodMeats,listAllchickenraw,listAllmeatraw                             |
| Animania             | animania:raw_prime_mutton                       |   10437 |        0 |    false | Raw Prime Mutton                    |      1 |        1.0 | foodMeats,listAllmeatraw                                               |
| Animania             | animania:raw_prime_peacock                      |   10499 |        0 |    false | Raw Prime Peacock                   |      1 |        1.0 |                                                                        |
| Animania             | animania:raw_prime_pork                         |   10439 |        0 |    false | Raw Prime Pork                      |      1 |        1.0 | foodMeats,listAllmeatraw,listAllporkraw                                |
| Animania             | animania:raw_prime_rabbit                       |   10523 |        0 |    false | Raw Prime Rabbit                    |      1 |        1.0 | foodMeats,listAllmeatraw                                               |
| Animania             | animania:raw_prime_steak                        |   10548 |        0 |    false | Raw Prime Steak                     |      1 |        1.0 | foodMeats,listAllbeefraw,listAllmeatraw                                |
| Animania             | animania:sheep_cheese_wedge                     |   10602 |        0 |    false | Cheese Wedge (Sheep)                |      3 |        0.9 | foodCheese                                                             |
| Animania             | animania:super_omelette                         |   10511 |        0 |    false | Super Omelette                      |      5 |        0.9 |                                                                        |
| Animania             | animania:truffle                                |   10606 |        0 |    false | Truffle                             |      2 |        0.7 |                                                                        |
| Animania             | animania:truffle_omelette                       |   10375 |        0 |    false | Truffle Omelette                    |      5 |        0.8 |                                                                        |
| Animania             | animania:truffle_soup                           |   10635 |        0 |    false | Truffle Soup                        |     10 |        0.6 |                                                                        |
| Aquaculture          | aquaculture:food                                |    4109 |        0 |     true | Seaweed                             |      2 |        0.0 | cropSeaweed                                                            |
| Aquaculture          | aquaculture:food                                |    4109 |        1 |     true | Algae                               |      2 |        0.0 |                                                                        |
| Aquaculture          | aquaculture:food                                |    4109 |        2 |     true | Raw Whale Steak                     |      2 |        0.3 |                                                                        |
| Aquaculture          | aquaculture:food                                |    4109 |        3 |     true | Raw Fish Fillet                     |      2 |        0.3 | listAllfishraw                                                         |
| Aquaculture          | aquaculture:food                                |    4109 |        4 |     true | Cooked Fish Fillet                  |      5 |        0.6 | listAllfishcooked                                                      |
| Aquaculture          | aquaculture:food                                |    4109 |        5 |     true | Cooked Whale Steak                  |     10 |        0.8 |                                                                        |
| Aquaculture          | aquaculture:food                                |    4109 |        6 |     true | Cooked Whale Burger                 |     20 |        0.8 |                                                                        |
| Aquaculture          | aquaculture:food                                |    4109 |        7 |     true | Frog Legs                           |      2 |        0.3 |                                                                        |
| Aquaculture          | aquaculture:food                                |    4109 |        8 |     true | Cooked Frog Legs                    |      3 |        0.6 |                                                                        |
| Aquaculture          | aquaculture:food                                |    4109 |        9 |     true | Turtle Soup                         |      6 |        0.6 |                                                                        |
| Aquaculture          | aquaculture:food                                |    4109 |       10 |     true | Sushi                               |      4 |        0.6 |                                                                        |
| Charm                | charm:suspicious_soup                           |    8369 |        0 |     true | Suspicious Soup                     |     10 |        0.2 |                                                                        |
| Chococraft 3         | chococraft:chocobo_drumstick_cooked             |   10515 |        0 |    false | Cooked Chocobo Drumstick            |      4 |        1.0 |                                                                        |
| Chococraft 3         | chococraft:chocobo_drumstick_raw                |   10575 |        0 |    false | Raw Chocobo Drumstick               |      2 |        1.0 |                                                                        |
| Chococraft 3         | chococraft:gysahl_green                         |   10638 |        0 |    false | Gysahl Green                        |      1 |        1.0 |                                                                        |
| Chococraft 3         | chococraft:pickled_gysahl_cooked                |   10631 |        0 |    false | Baked Pickled Gysahl Green          |      3 |        1.0 |                                                                        |
| Chococraft 3         | chococraft:pickled_gysahl_raw                   |   10569 |        0 |    false | Raw Pickled Gysahl Green            |      1 |        1.0 |                                                                        |
| Cyclic               | cyclicmagic:corrupted_chorus                    |    8543 |        0 |    false | Corrupted Chorus Fruit              |      2 |        0.6 |                                                                        |
| Cyclic               | cyclicmagic:food_step                           |    8553 |        0 |    false | Apple of Lofty Stature              |      4 |        0.6 |                                                                        |
| Cyclic               | cyclicmagic:heart_toxic                         |    8469 |        0 |    false | Empty Heart Container               |      2 |        0.6 |                                                                        |
| Defiled Lands        | defiledlands:black_heart                        |    5832 |        0 |    false | Black Heart                         |      4 |        0.1 |                                                                        |
| Defiled Lands        | defiledlands:book_wyrm_cooked                   |    5836 |        0 |    false | Cooked Book Wyrm                    |      8 |        0.8 | listAllmeatcooked                                                      |
| Defiled Lands        | defiledlands:book_wyrm_raw                      |    5835 |        0 |    false | Raw Book Wyrm                       |      3 |        0.3 | listAllmeatraw                                                         |
| Defiled Lands        | defiledlands:foul_candy                         |    5834 |        0 |    false | Foul Candy                          |      2 |        0.1 |                                                                        |
| Defiled Lands        | defiledlands:scuttler_eye                       |    5831 |        0 |    false | Scuttler Eye                        |      2 |        0.8 |                                                                        |
| DungeonTactics       | dungeontactics:bottled_milk                     |    6229 |        0 |    false | Bottled Milk                        |      0 |        0.2 |                                                                        |
| DungeonTactics       | dungeontactics:bread_slice                      |    6244 |        0 |    false | Slice of Bread                      |      1 |        0.2 |                                                                        |
| DungeonTactics       | dungeontactics:candy_skull                      |    6276 |        0 |    false | Candy Skull                         |      1 |        0.0 |                                                                        |
| DungeonTactics       | dungeontactics:cherry_bomb                      |    6094 |        0 |    false | Cherry Bomb                         |      1 |        0.2 |                                                                        |
| DungeonTactics       | dungeontactics:fire_water                       |    6171 |        0 |    false | Ever-Flowing Fire Water             |      0 |        0.2 |                                                                        |
| DungeonTactics       | dungeontactics:fish_flying                      |    6232 |        0 |    false | Flying Fish                         |      3 |        0.4 |                                                                        |
| DungeonTactics       | dungeontactics:fish_flying_cooked               |    6233 |        0 |    false | Cooked Flying Fish                  |      4 |        0.6 |                                                                        |
| DungeonTactics       | dungeontactics:fish_lava                        |    6234 |        0 |    false | Lava Fish                           |      3 |        0.4 |                                                                        |
| DungeonTactics       | dungeontactics:fish_lava_cooked                 |    6235 |        0 |    false | Cooked Lava Fish                    |      4 |        0.6 |                                                                        |
| DungeonTactics       | dungeontactics:fish_lung                        |    6238 |        0 |    false | Lung Fish                           |      3 |        0.4 |                                                                        |
| DungeonTactics       | dungeontactics:fish_lung_cooked                 |    6239 |        0 |    false | Cooked Lung Fish                    |      4 |        0.6 |                                                                        |
| DungeonTactics       | dungeontactics:fish_muscle                      |    6236 |        0 |    false | Muscle Fish                         |      3 |        0.4 |                                                                        |
| DungeonTactics       | dungeontactics:fish_muscle_cooked               |    6237 |        0 |    false | Cooked Muscle Fish                  |      4 |        0.6 |                                                                        |
| DungeonTactics       | dungeontactics:fish_obsidian                    |    6240 |        0 |    false | Obsidian Fish                       |      3 |        0.4 |                                                                        |
| DungeonTactics       | dungeontactics:fish_obsidian_cooked             |    6241 |        0 |    false | Cooked Obsidian Fish                |      4 |        0.6 |                                                                        |
| DungeonTactics       | dungeontactics:fish_swift                       |    6230 |        0 |    false | Swift Fish                          |      3 |        0.4 |                                                                        |
| DungeonTactics       | dungeontactics:fish_swift_cooked                |    6231 |        0 |    false | Cooked Swift Fish                   |      4 |        0.6 |                                                                        |
| DungeonTactics       | dungeontactics:fish_tunnel                      |    6242 |        0 |    false | Tunnel Shark                        |      3 |        0.4 |                                                                        |
| DungeonTactics       | dungeontactics:fish_tunnel_cooked               |    6243 |        0 |    false | Cooked Tunnel Shark                 |      4 |        0.6 |                                                                        |
| DungeonTactics       | dungeontactics:glowcurrent                      |    6096 |        0 |    false | Glowcurrent                         |      1 |        0.2 |                                                                        |
| DungeonTactics       | dungeontactics:incindiberry                     |    6095 |        0 |    false | Incindiberry                        |      1 |        0.2 |                                                                        |
| DungeonTactics       | dungeontactics:jam                              |    6247 |        0 |    false | Jam                                 |      1 |        0.4 |                                                                        |
| DungeonTactics       | dungeontactics:jam_on_toast                     |    6248 |        0 |    false | Jam on Toast                        |      4 |        0.8 |                                                                        |
| DungeonTactics       | dungeontactics:mince_pie                        |    6278 |        0 |    false | Mince Pie                           |      1 |        0.0 |                                                                        |
| DungeonTactics       | dungeontactics:ration_gold                      |    6251 |        0 |    false | Gold Ration                         |      9 |        1.4 |                                                                        |
| DungeonTactics       | dungeontactics:ration_iron                      |    6250 |        0 |    false | Iron Ration                         |      9 |        1.4 |                                                                        |
| DungeonTactics       | dungeontactics:ration_standard                  |    6249 |        0 |    false | Standard Ration                     |      4 |        0.4 |                                                                        |
| DungeonTactics       | dungeontactics:spidereye_soup                   |    6252 |        0 |    false | Spider Eye Soup                     |      4 |        1.6 |                                                                        |
| DungeonTactics       | dungeontactics:toast                            |    6245 |        0 |    false | Toast                               |      7 |        0.8 |                                                                        |
| DungeonTactics       | dungeontactics:toast_slice                      |    6246 |        0 |    false | Slice of Toast                      |      3 |        0.4 |                                                                        |
| Familiar Fauna       | familiarfauna:turkey_leg_cooked                 |    4155 |        0 |    false | Cooked Turkey Leg                   |      5 |        0.5 | cookedTurkey,foodTurkeycooked,listAllmeatcooked,listAllturkeycooked    |
| Familiar Fauna       | familiarfauna:turkey_leg_raw                    |    4154 |        0 |    false | Raw Turkey Leg                      |      1 |       0.25 | foodTurkeyraw,listAllmeatraw,listAllturkeyraw,rawTurkey                |
| Familiar Fauna       | familiarfauna:venison_cooked                    |    4157 |        0 |    false | Cooked Venison                      |      8 |        0.8 | cookedVenison,foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked |
| Familiar Fauna       | familiarfauna:venison_raw                       |    4156 |        0 |    false | Raw Venison                         |      3 |        0.3 | foodVenisonraw,listAllmeatraw,listAllvenisonraw,rawVenison             |
| Food Expansion       | foodexpansion:itembacon                         |    6453 |        0 |    false | Bacon                               |      1 |        0.2 |                                                                        |
| Food Expansion       | foodexpansion:itembaconandegg                   |    6456 |        0 |    false | Bacon and Egg                       |      7 |        0.8 |                                                                        |
| Food Expansion       | foodexpansion:itembatwing                       |    6469 |        0 |    false | Bat Wing                            |      1 |        0.1 |                                                                        |
| Food Expansion       | foodexpansion:itembeetrootnoodles               |    6480 |        0 |    false | Beetroot Noodles                    |      6 |        0.6 |                                                                        |
| Food Expansion       | foodexpansion:itemblazecream                    |    6471 |        0 |    false | Blaze Cream Soup                    |      4 |        0.4 |                                                                        |
| Food Expansion       | foodexpansion:itemcactusfruit                   |    6464 |        0 |    false | Cactus Fruit                        |      1 |        0.1 |                                                                        |
| Food Expansion       | foodexpansion:itemcarrotpie                     |    6468 |        0 |    false | Carrot Cake                         |      8 |        0.8 |                                                                        |
| Food Expansion       | foodexpansion:itemcarrotseedsoup                |    6457 |        0 |    false | Carrot Soup                         |      8 |        0.8 |                                                                        |
| Food Expansion       | foodexpansion:itemchocolatebar                  |    6461 |        0 |    false | Chocolate Bar                       |      8 |        1.0 |                                                                        |
| Food Expansion       | foodexpansion:itemcompressedflesh               |    6460 |        0 |    false | Dried Flesh                         |      6 |        0.2 |                                                                        |
| Food Expansion       | foodexpansion:itemcookedbacon                   |    6454 |        0 |    false | Crispy Bacon                        |      3 |        0.4 |                                                                        |
| Food Expansion       | foodexpansion:itemcookedbatwing                 |    6470 |        0 |    false | Cooked Bat Wing                     |      3 |        0.2 |                                                                        |
| Food Expansion       | foodexpansion:itemcookedhorsemeat               |    6466 |        0 |    false | Cooked Horse Meat                   |      8 |        0.8 |                                                                        |
| Food Expansion       | foodexpansion:itemcookedllamameat               |    6484 |        0 |    false | Llama Steak                         |      7 |        0.8 |                                                                        |
| Food Expansion       | foodexpansion:itemcookedmushroom                |    6467 |        0 |    false | Cooked Mushroom                     |      2 |        0.2 |                                                                        |
| Food Expansion       | foodexpansion:itemcookedocelotmeat              |    6478 |        0 |    false | Cooked Ocelot Meat                  |      6 |        0.7 |                                                                        |
| Food Expansion       | foodexpansion:itemcookedparrotmeat              |    6482 |        0 |    false | Cooked Parrot                       |      6 |        0.7 |                                                                        |
| Food Expansion       | foodexpansion:itemcookedpolarbearmeat           |    6486 |        0 |    false | Polar Bear Steak                    |      8 |        0.8 |                                                                        |
| Food Expansion       | foodexpansion:itemcookedsquid                   |    6459 |        0 |    false | Cooked Squid                        |      3 |        0.5 |                                                                        |
| Food Expansion       | foodexpansion:itemcookedwolfmeat                |    6476 |        0 |    false | Cooked Wolf Meat                    |      6 |        0.7 |                                                                        |
| Food Expansion       | foodexpansion:itemfriedegg                      |    6455 |        0 |    false | Fried Egg                           |      2 |        0.3 |                                                                        |
| Food Expansion       | foodexpansion:itemhorsemeat                     |    6465 |        0 |    false | Horse Meat                          |      3 |        0.3 |                                                                        |
| Food Expansion       | foodexpansion:itemjelly                         |    6452 |        0 |    false | Green Jelly                         |      4 |        0.6 |                                                                        |
| Food Expansion       | foodexpansion:itemllamameat                     |    6483 |        0 |    false | Raw Llama                           |      2 |        0.3 |                                                                        |
| Food Expansion       | foodexpansion:itemlollipop                      |    6479 |        0 |    false | Lollipop                            |      4 |        0.5 |                                                                        |
| Food Expansion       | foodexpansion:itemmelonsalad                    |    6472 |        0 |    false | Melon Salad                         |      6 |        0.6 |                                                                        |
| Food Expansion       | foodexpansion:itemnetherwartsoup                |    6463 |        0 |    false | Nether Wart Stew                    |      4 |        0.4 |                                                                        |
| Food Expansion       | foodexpansion:itemocelotmeat                    |    6477 |        0 |    false | Ocelot Meat                         |      2 |        0.3 |                                                                        |
| Food Expansion       | foodexpansion:itemparrotmeat                    |    6481 |        0 |    false | Raw Parrot                          |      2 |        0.3 |                                                                        |
| Food Expansion       | foodexpansion:itempolarbearmeat                 |    6485 |        0 |    false | Raw Polar Bear                      |      3 |        0.3 |                                                                        |
| Food Expansion       | foodexpansion:itemroastedseed                   |    6473 |        0 |    false | Roasted Seed                        |      1 |        0.1 |                                                                        |
| Food Expansion       | foodexpansion:itemspidersoup                    |    6462 |        0 |    false | Spider Eye Stew                     |      3 |        0.4 |                                                                        |
| Food Expansion       | foodexpansion:itemsquid                         |    6458 |        0 |    false | Raw Squid                           |      1 |        0.2 |                                                                        |
| Food Expansion       | foodexpansion:itemwolfmeat                      |    6475 |        0 |    false | Wolf Meat                           |      2 |        0.3 |                                                                        |
| Ice and Fire         | iceandfire:ambrosia                             |    6991 |        0 |    false | Ambrosia                            |      5 |        0.6 |                                                                        |
| Ice and Fire         | iceandfire:fire_dragon_flesh                    |    6968 |        0 |    false | Fire Dragon Flesh                   |      8 |        0.8 |                                                                        |
| Ice and Fire         | iceandfire:ice_dragon_flesh                     |    6969 |        0 |    false | Ice Dragon Flesh                    |      8 |        0.8 |                                                                        |
| Ice and Fire         | iceandfire:pixie_dust                           |    6988 |        0 |    false | Pixie Dust                          |      1 |        0.3 |                                                                        |
| Just a Few More Ores | earthenbounty:jerky                             |    7230 |        0 |    false | Jerky                               |      3 |       3.75 |                                                                        |
| Minecraft            | minecraft:apple                                 |     260 |        0 |    false | Apple                               |      1 |        0.6 | cropApple,listAllfruit                                                 |
| Minecraft            | minecraft:baked_potato                          |     393 |        0 |    false | Baked Potato                        |      2 |        1.2 |                                                                        |
| Minecraft            | minecraft:beef                                  |     363 |        0 |    false | Raw Beef                            |      1 |        0.6 | foodMeat,listAllbeefraw,listAllmeatraw,t1meat                          |
| Minecraft            | minecraft:beetroot                              |     434 |        0 |    false | Beetroot                            |      1 |        0.6 | cropBeet,foodVegetable,listAllveggie                                   |
| Minecraft            | minecraft:beetroot_soup                         |     436 |        0 |    false | Beetroot Soup                       |      9 |        1.2 |                                                                        |
